source_excel_row,source_registry_offering_count,AANGEBODEN_OPLEIDINGCODE,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,SOORT,ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,NAAM_LANG,INTERNATIONALE_NAAM,EIGENNAAM,VORM,VOERTAAL,STUDIELAST,BEGINDATUM,EINDDATUM,AANGEBODEN_OPLEIDING_BEGINDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,EERSTE_INSTROOMDATUM,LAATSTE_INSTROOMDATUM,WEBSITE,SAMENWERKEND_MET,BUITENLANDSEPARTNER,ONDERWIJSLOCATIECODE,ONDERWIJSLOCATIEPLAATS,raw_record_count,raw_csv_rows_json,raw_conflict_fields_json,raw_conflict_values_json
379,1,0c3c8996-f323-6c8e-e063-6f41a8c067fb,1001O5726,50700,,OPLEIDING,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Rechtsgeleerdheid,,Rechtsgeleerdheid,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2022-09-01,,,,,,,1,[1946],[],{}
380,1,0c3c8996-f3f9-6c8e-e063-6f41a8c067fb,1015O5904,,56857,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Scheikunde,Chemistry,Scheikunde,VOLTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2151],[],{}
381,2,0c3c8996-f3d1-6c8e-e063-6f41a8c067fb,1015O5901,,56838,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Sociale geografie en planologie,Human Geography and Planning,Sociale geografie en planologie,VOLTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2150],[],{}
381,2,0c3c8996-f3d9-6c8e-e063-6f41a8c067fb,1015O5901,,56838,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Sociale geografie en planologie,Human Geography and Planning,Sociale geografie en planologie,DEELTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2149],[],{}
382,1,0c3c8996-f3b9-6c8e-e063-6f41a8c067fb,1015O5898,,56601,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Sociologie,Sociology,Sociologie,VOLTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2147],[],{}
383,1,0c3cf58d-c351-5959-e063-6f41a8c03f22,1015O5896,,56810,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Spaanse taal en cultuur,Spanish Language and Culture,Spaanse taal en cultuur,VOLTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2145],[],{}
384,1,0c3cf58d-c321-5959-e063-6f41a8c03f22,1015O5828,,56801,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Taal- en cultuurstudies,Taal- en cultuurstudies,Taal- en cultuurstudies,VOLTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2101],[],{}
385,1,0c3cf58d-c319-5959-e063-6f41a8c03f22,1001O5994,56803,,OPLEIDING,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Taalwetenschap,Linguistics,Taalwetenschap,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2022-09-01,,,,,,,1,[1957],[],{}
386,1,0a457f9d-c678-219f-e063-6f41a8c003e4,1015O5825,,50393,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,UCR Liberal Arts and Sciences,UCR Liberal Arts and Sciences,UCR Liberal Arts and Sciences,VOLTIJD,ENG,180,,,2006-09-01,,2022-09-01,,,,,,,1,[2099],[],{}
387,1,0a457f9d-c680-219f-e063-6f41a8c003e4,1015O5826,,50393,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,UCU Liberal Arts and Sciences,UCU Liberal Arts and Sciences,UCU Liberal Arts and Sciences,VOLTIJD,ENG,180,,,2004-09-01,,2022-09-01,,,,,,,1,[2100],[],{}
388,1,0c3cf58d-c2f9-5959-e063-6f41a8c03f22,1015O5757,,56980,VARIANT,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,Wiskunde,Mathematics,Wiskunde,VOLTIJD,NLD,180,,,2002-09-01,,2022-09-01,,,,,,,1,[2058],[],{}
389,1,0c3cf58d-c2d9-5959-e063-6f41a8c03f22,1001O5777,50981,,OPLEIDING,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,"Zorg, Gezondheid & Samenleving",Clinical Sciences,"Zorg, Gezondheid & Samenleving",VOLTIJD,NLD,180,2022-09-01,,2022-09-01,,2022-09-01,,,,,,,1,[1948],[],{}
390,2,1df36934-4bdf-4a60-90df-20739ffdc3c7,1001O5889,56411,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Actuariële Wetenschappen,Actuarial Science,Actuariële Wetenschappen,VOLTIJD,NLD,180,2002-09-01,,2025-09-01,,2025-09-01,,http://www.uva.nl/bsc-actuariele-wetenschappen,,,108X991,Amsterdam,1,[2889],[],{}
390,2,f3749f99-6a24-41cf-8386-298f1fb54a06,1001O5889,56411,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Actuariële Wetenschappen,Actuarial Science,Actuariële Wetenschappen,VOLTIJD,ENG,180,2002-09-01,,2023-09-01,,2023-09-01,,http://www.uva.nl/bsc-actuarial-science,,,108X991,Amsterdam,1,[2888],[],{}
391,2,4058d53c-f2fd-4bf5-abea-42515131851b,1001O5825,56040,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Arabische Taal en Cultuur,Arabic Language and Culture,Arabische Taal en Cultuur,DEELTIJD,NLD,180,2002-09-01,,2020-11-19,,2020-11-19,,http://www.uva.nl/ba-arabisch,,,108X991,Amsterdam,1,[2881],[],{}
391,2,c3a0d022-5978-4a76-80b1-b20982b7325d,1001O5825,56040,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Arabische Taal en Cultuur,Arabic Language and Culture,Arabische Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2020-11-19,,2020-11-19,,http://www.uva.nl/ba-arabisch,,,108X991,Amsterdam,1,[2882],[],{}
392,2,9d8a6a84-94bd-41a3-8d3a-359980448143,1001O5980,56703,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Archeologie,Archaeology,Archeologie,VOLTIJD,ENG,180,2021-09-01,,2021-09-01,,2021-09-01,,http://www.uva.nl/ba-archaeology,,,108X991,Amsterdam,1,[2909],[],{}
392,2,cd831aad-7a2c-428b-8bd3-97bb38b428bc,1001O5980,56703,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Archeologie,Archaeology,Archeologie,VOLTIJD,NLD,180,2021-09-01,,2021-09-01,,2021-09-01,,http://www.uva.nl/ba-archeologie,,,108X991,Amsterdam,1,[2910],[],{}
393,1,08fd8b27-0c85-43b5-9876-85ea46d2e062,1001O6121,56860,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Biologie,Biology,Biologie,VOLTIJD,NLD,180,2003-09-01,,2022-06-29,,2022-06-29,,http://uva.nl/bsc-biologie,,,108X991,Amsterdam,1,[2942],[],{}
394,1,78ab29bd-d4be-4a94-a320-ee89c1e92b1a,1001O6206,56990,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Biomedische Wetenschappen,Biomedical Science,Biomedische Wetenschappen,VOLTIJD,NLD,180,2003-09-01,,2023-09-01,,2023-09-01,,http://uva.nl/bsc-biomedisch,,,108X991,Amsterdam,1,[2948],[],{}
395,2,42b7c0d9-863c-432f-97c7-295ffa99990b,1001O5748,50897,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Business Administration,Business Administration,Business Administration,VOLTIJD,NLD,180,2017-09-01,,2025-09-01,,2025-09-01,,http://uva.nl/bsc-business-administration,,,108X991,Amsterdam,1,[2865],[],{}
395,2,999c4bba-abe8-4069-95c2-390361eeba8f,1001O5748,50897,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Business Administration,Business Administration,Business Administration,VOLTIJD,ENG,180,2017-09-01,,2023-09-01,,2023-09-01,,http://uva.nl/en/bsc-ba,,,108X991,Amsterdam,1,[2864],[],{}
396,1,01856e4c-048d-4580-98ca-1d4621577af2,1001O6109,56856,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Business Analytics,Business Analytics,Business Analytics,VOLTIJD,ENG,180,2021-09-01,,2023-09-01,,2023-09-01,,https://www.uva.nl/bsc-business-analytics-en,,,108X991,Amsterdam,1,[2941],[],{}
397,1,f80fc9b1-0f70-44a1-9989-ea082f5d9a0e,1001O5668,50250,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Bèta-gamma,Natural and Social Sciences,Bèta-gamma,VOLTIJD,NLD,180,2003-09-01,,2020-04-29,,2020-04-29,,http://uva.nl/bg,,,108X991,Amsterdam,1,[2861],[],{}
398,1,a7c11c14-fa69-44ee-92cb-ca344ea5d8df,1001O6239,59330,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,"Cognition, Language and Communication","Cognition, Language and Communication","Cognition, Language and Communication",VOLTIJD,NLD,180,2018-09-01,,2023-07-07,,2023-07-07,,http://www.uva.nl/ba-cognition-language-communication,,,108X991,Amsterdam,1,[2952],[],{}
399,1,38ecb419-e488-472b-874e-7961aff154ab,1001O5959,56615,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Communicatiewetenschap,Communication Science,Communicatiewetenschap,VOLTIJD,NLD,180,2003-09-01,,2020-09-01,,2020-09-01,,http://uva.nl/bsc-communicatiewetenschap,,,108X991,Amsterdam,1,[2901],[],{}
400,1,f3d14230-cbe1-4ab8-a131-a83dbbcde0ed,1001O5776,50980,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Computational Social Science,Computational Social Science,Computational Social Science,VOLTIJD,ENG,180,2021-06-28,,2021-06-28,,2021-06-28,,https://www.uva.nl/en/programmes/bachelors/computational-social-science/computational-social-science.html,,,108X991,Amsterdam,1,[2872],[],{}
401,2,27133d09-ca94-4d70-934d-4b0db4e5daf5,1001O5653,50035,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,Culturele Antropologie en Ontwikkelingssociologie,VOLTIJD,NLD,180,2009-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/bsc-antropologie,,,108X991,Amsterdam,1,[2860],[],{}
401,2,a0272e06-7b1a-4f0a-b6d2-fea2838ae767,1001O5653,50035,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,Culturele Antropologie en Ontwikkelingssociologie,VOLTIJD,ENG,180,2009-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/en/education/bachelor-s/bachelor-s-programmes/bachelor-s-programmes.html,,,108X991,Amsterdam,1,[2859],[],{}
402,2,2b5524e8-35c1-4920-ac16-6577b8c74547,1001O5623,50004,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Cultuurwetenschappen,Cultural Studies,Cultuurwetenschappen,VOLTIJD,NLD,180,2017-09-01,,2020-09-01,,2020-09-01,,https://www.uva.nl/ba-gacp,,,108X991,Amsterdam,1,[2855],[],{}
402,2,ce1ff09d-b533-4b62-b0f2-fe93332d57b8,1001O5623,50004,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Cultuurwetenschappen,Cultural Studies,Cultuurwetenschappen,VOLTIJD,ENG,180,2017-09-01,,2020-09-01,,2020-09-01,,https://www.uva.nl/shared-content/programmas/en/bachelors/human-geography-and-planning/human-geography-and-planning.html,,,108X991,Amsterdam,1,[2854],[],{}
403,2,3b3812f5-3b0d-4053-b899-8f30db67d12e,1001O6007,56805,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Duitse Taal en Cultuur,German Language and Culture,Duitse Taal en Cultuur,DEELTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-duitslandstudies,,,108X991,Amsterdam,1,[2918],[],{}
403,2,4a19a818-e571-4fab-954a-66da822b5dc4,1001O6007,56805,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Duitse Taal en Cultuur,German Language and Culture,Duitse Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-duitslandstudies,,,108X991,Amsterdam,1,[2919],[],{}
404,2,63a7f897-c4cc-4a32-80f8-b0fa4b83f8cf,1001O6240,59332,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Econometrics and Data Science,Econometrics and Data Science,Econometrics and Data Science,VOLTIJD,NLD,180,2019-09-01,,2025-09-01,,2025-09-01,,http://uva.nl/bsc-econometrie,,,108X991,Amsterdam,1,[2954],[],{}
404,2,bac6aef9-e05a-4616-85fc-452db1e421f9,1001O6240,59332,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Econometrics and Data Science,Econometrics and Data Science,Econometrics and Data Science,VOLTIJD,ENG,180,2019-09-01,,2023-09-01,,2023-09-01,,http://uva.nl/bsc-econometrics,,,108X991,Amsterdam,1,[2953],[],{}
405,2,10b961de-2004-4b27-9ccc-4ae51842452d,1001O6230,59318,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Economics and Business Economics,Economics and Business Economics,Economics and Business Economics,VOLTIJD,NLD,180,2017-09-01,,2025-09-01,,2025-09-01,,http://uva.nl/bsc-ebe,,,108X991,Amsterdam,1,[2951],[],{}
405,2,fc877a6f-d277-4534-9ae7-d8ae000235ec,1001O6230,59318,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Economics and Business Economics,Economics and Business Economics,Economics and Business Economics,VOLTIJD,ENG,180,2017-09-01,,2023-09-01,,2023-09-01,,http://uva.nl/en/bsc-ebe,,,108X991,Amsterdam,1,[2950],[],{}
406,2,17eb3c42-c7bd-46f7-a47f-057b9519b6a9,1001O6013,56806,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Engelse Taal en Cultuur,English Language and Culture,English Language and Culture,VOLTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-english-language,,,108X991,Amsterdam,1,[2921],[],{}
406,2,f7539a37-3ccd-4bdf-9e95-32e726cc7b6b,1001O6013,56806,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Engelse Taal en Cultuur,English Language and Culture,English Language and Culture,DEELTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-english-language,,,108X991,Amsterdam,1,[2920],[],{}
407,2,258bf8f7-6a62-4880-94e5-bb62b1e8de31,1001O5830,56051,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Europese Studies,European Studies,Europese Studies,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-europese-studies,,,108X991,Amsterdam,1,[2884],[],{}
407,2,4ea8d232-54d8-46e0-8f76-8fa52951a6ca,1001O5830,56051,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Europese Studies,European Studies,Europese Studies,VOLTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-european-studies,,,108X991,Amsterdam,1,[2883],[],{}
408,2,aedb04b3-ea9a-48d1-9302-75ff31cb5987,1001O5841,56081,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Filosofie,Philosophy,Filosofie,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-filosofie,,,108X991,Amsterdam,1,[2886],[],{}
408,2,d4ebe5bc-71db-45d1-a1e4-b17e02411265,1001O5841,56081,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Filosofie,Philosophy,Filosofie,DEELTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-filosofie,,,108X991,Amsterdam,1,[2885],[],{}
409,1,a8824be2-f644-4328-b126-052aa62edf5f,1001O6065,56827,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Fiscaal Recht,Tax Law,Fiscaal Recht,VOLTIJD,NLD,180,2003-09-01,,2019-01-31,,2019-01-31,,http://www.uva.nl/llb-fiscaal-recht,,,108X991,Amsterdam,1,[2936],[],{}
410,1,c96f35b8-9295-4cca-afed-86e43527f084,1001O5887,56402,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Fiscale Economie,Fiscal Economics,Fiscale Economie,VOLTIJD,NLD,180,2002-09-01,,2023-09-01,,2023-09-01,,http://www.uva.nl/bsc-fiscale-economie,,,108X991,Amsterdam,1,[2887],[],{}
411,2,4be04d89-516b-406f-ac39-1bcb13a8b113,1001O6020,56808,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Franse Taal en Cultuur,French Language and Culture,Franse Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-frans,,,108X991,Amsterdam,1,[2925],[],{}
411,2,85cfc7e1-1eba-4d09-b459-35608548dbb5,1001O6020,56808,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Franse Taal en Cultuur,French Language and Culture,Franse Taal en Cultuur,DEELTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-frans,,,108X991,Amsterdam,1,[2924],[],{}
412,1,a78fefd8-076d-4886-b478-0463ada4b84f,1001O5693,50425,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Future Planet Studies,Future Planet Studies,Future Planet Studies,VOLTIJD,NLD,180,2012-09-01,,2017-12-29,,2017-12-29,,http://uva.nl/fps,,,108X991,Amsterdam,1,[2862],[],{}
413,1,55b2759a-7839-410a-925c-0e868e2c1404,1001O5908,56551,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Geneeskunde,Medicine,Geneeskunde,VOLTIJD,NLD,180,2009-09-01,,2023-09-01,,2023-09-01,,http://www.uva.nl/programmas/bachelors/geneeskunde/geneeskunde.html,,,108X991,Amsterdam,1,[2890],[],{}
414,2,4281c43a-8eb8-4521-8ed2-020eba1807f4,1001O5820,56034,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Geschiedenis,History,Geschiedenis,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-geschiedenis,,,108X991,Amsterdam,1,[2880],[],{}
414,2,be136359-b8f5-4011-a2d2-83c4e2f94141,1001O5820,56034,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Geschiedenis,History,Geschiedenis,DEELTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-geschiedenis,,,108X991,Amsterdam,1,[2879],[],{}
415,1,e28df739-fd5a-4962-8bae-287077a3b259,1001O5959,56615,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Communicatiewetenschap,Communication Science,Global Communication Science,VOLTIJD,ENG,180,2003-09-01,,2026-09-01,,2026-09-01,,http://uva.nl/bsc-communicationscience,,,108X991,Amsterdam,1,[2903],[],{}
416,2,1e60f5ab-3390-453c-8cc1-19338ee1a766,1001O5807,56003,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Griekse en Latijnse Taal en Cultuur,Greek and Latin Language and Culture,Griekse en Latijnse Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2020-11-19,,2020-11-19,,http://www.uva.nl/ba-grieks-latijn,,,108X991,Amsterdam,1,[2878],[],{}
416,2,fb2e58fa-9a07-4a39-96ce-70d530c5674b,1001O5807,56003,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Griekse en Latijnse Taal en Cultuur,Greek and Latin Language and Culture,Griekse en Latijnse Taal en Cultuur,DEELTIJD,NLD,180,2002-09-01,,2020-11-19,,2020-11-19,,http://www.uva.nl/ba-grieks-latijn,,,108X991,Amsterdam,1,[2877],[],{}
417,2,496b5025-e2c0-49b5-952f-1a8dcb7c5e5f,1001O5749,50901,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Hebreeuwse Taal en Cultuur,Hebrew Language and Culture,Hebreeuwse Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2020-11-19,,2020-11-19,,http://www.uva.nl/ba-hebreeuws,,,108X991,Amsterdam,1,[2867],[],{}
417,2,f344b09c-6749-4733-ab5a-8cc7cf7973ed,1001O5749,50901,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Hebreeuwse Taal en Cultuur,Hebrew Language and Culture,Hebreeuwse Taal en Cultuur,DEELTIJD,NLD,180,2002-09-01,,2020-11-19,,2020-11-19,,http://www.uva.nl/ba-hebreeuws,,,108X991,Amsterdam,1,[2866],[],{}
418,1,e5ebc562-ca67-42c1-8d8a-6b3cfdadd071,1001O6172,56978,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Informatica,Computing Science,Informatica,VOLTIJD,NLD,180,2003-09-01,,2020-10-02,,2020-10-02,,http://uva.nl/bsc-informatica,,,108X991,Amsterdam,1,[2944],[],{}
419,1,471bcc5c-8d13-4638-8011-4ed9e23359b3,1001O6172,56978,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Informatica,Computing Science,Informatica - vrije opleiding,VOLTIJD,NLD,180,2003-09-01,,2020-10-02,,2020-10-02,,http://uva.nl/bsc-informatica,,,108X991,Amsterdam,1,[2943],[],{}
420,1,8ab1d947-10ed-49e1-be37-cb73de3f8861,1001O6097,56842,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Informatiekunde,Information Science,Informatiekunde,VOLTIJD,NLD,180,2003-09-01,,2020-10-02,,2020-10-02,,http://uva.nl/bsc-informatiekunde,,,108X991,Amsterdam,1,[2940],[],{}
421,1,a03e2629-a352-4eeb-baaf-85f2423695d2,1001O6097,56842,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Informatiekunde,Information Science,Informatiekunde - vrije opleiding,VOLTIJD,NLD,180,2003-09-01,,2020-10-02,,2020-10-02,,http://uva.nl/bsc-informatiekunde,,,108X991,Amsterdam,1,[2939],[],{}
422,1,18ecb813-f54b-4902-a6b0-d0bf8d5990ef,1001O5972,56631,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Interdisciplinaire sociale wetenschap,Interdisciplinary Social Science,Interdisciplinaire Sociale Wetenschap,VOLTIJD,NLD,180,2009-09-01,,2020-09-01,,2020-09-01,,https://www.uva.nl/programmas/bachelors/interdisciplinaire-sociale-wetenschap/interdisciplinaire-sociale-wetenschap.html,,,108X991,Amsterdam,1,[2904],[],{}
423,2,963bd95a-ea26-4c79-9a2f-6bc950fef287,1001O6025,56809,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Italiaanse Taal en Cultuur,Italian Language and Culture,Italiaanse Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-italiaans,,,108X991,Amsterdam,1,[2927],[],{}
423,2,9b5050ec-cb0f-424d-8754-4f9cef576bff,1001O6025,56809,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Italiaanse Taal en Cultuur,Italian Language and Culture,Italiaanse Taal en Cultuur,DEELTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-italiaans,,,108X991,Amsterdam,1,[2926],[],{}
424,2,1a3540fa-4167-4946-871b-b03ec1fd65d9,1001O6051,56824,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Kunstgeschiedenis,Art History,Kunstgeschiedenis,VOLTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-kunstgeschiedenis,,,108X991,Amsterdam,1,[2935],[],{}
424,2,e709a42d-9882-4398-baed-0c895dc64a2f,1001O6051,56824,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Kunstgeschiedenis,Art History,Kunstgeschiedenis,DEELTIJD,NLD,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-kunstgeschiedenis,,,108X991,Amsterdam,1,[2934],[],{}
425,1,a3951ff9-296e-41e8-98d3-df49b8de2d15,1001O6184,56981,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Kunstmatige Intelligentie,Artificial Intelligence,Kunstmatige Intelligentie,VOLTIJD,NLD,180,2003-09-01,,2021-09-01,,2021-09-01,,http://uva.nl/bsc-kunstmatige-intelligentie,,,108X991,Amsterdam,1,[2947],[],{}
426,1,1d7b2096-f487-4fe0-971a-b3494a180f55,1001O5995,56803,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Taalwetenschap,Linguistics,Linguistics,VOLTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-linguistics,,,108X991,Amsterdam,1,[2915],[],{}
427,2,61e3b596-ca18-4231-a094-b0d1a2700f39,1001O5990,56802,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Literatuurwetenschap,Literary Studies,Literary Studies,DEELTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-literary-and-cultural-analysis,,,108X991,Amsterdam,1,[2913],[],{}
427,2,ea3a9857-9965-4b32-beb3-77831606d16e,1001O5990,56802,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Literatuurwetenschap,Literary Studies,Literary Studies,VOLTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-literary-and-cultural-analysis,,,108X991,Amsterdam,1,[2914],[],{}
428,2,27b4685b-9cd0-47f3-b740-9b350dc53676,1001O5630,50010,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Media en informatie,Media and information,Media and Information,DEELTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-media-and-information,,,108X991,Amsterdam,1,[2856],[],{}
428,2,7551ed69-5c79-4646-a8b9-fdd03aad54ae,1001O5630,50010,,OPLEIDING,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,Media en informatie,Media and information,Media and Information,VOLTIJD,ENG,180,2002-09-01,,2020-09-01,,2020-09-01,,http://www.uva.nl/ba-media-and-information,,,108X991,Amsterdam,1,[2857],[],{}
