source_excel_row,ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,SOORT,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,NAAM_LANG,EIGENNAAM,VORM,VOERTAAL,STUDIELAST,EINDDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,LAATSTE_INSTROOMDATUM,flag_codes_json,needs_resolution,resolution_case_ids_json
285,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6351,,56265,Sustainable Innovation,Sustainable Innovation,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
286,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6303,,56994,Technische Bedrijfskunde,Technische Bedrijfskunde,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
287,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6285,,56962,Technische Natuurkunde,Technische Natuurkunde,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
288,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6295,,56965,Technische Wiskunde,Technische Wiskunde,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
289,107B487,Theologische Universiteit Apeldoorn,113A677,Theologische Universiteit Apeldoorn,OPLEIDING,1001O5859,56109,,Theologie,Bachelor Theologie,VOLTIJD,NLD,180,,2029-08-30,,"[""canonical_name_alias_present"",""lifecycle_marker""]",true,"[""rc-0037""]"
290,107B617,Theologische Universiteit van de Gereformeerde Kerk (Vrijg) in Nederland,114A554,Theologische Universiteit Utrecht,OPLEIDING,1001O5860,56109,,Theologie,Theologie,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",false,[]
291,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6041,56821,,African Studies,African Studies,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
292,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5978,56703,,Archeologie,Archeologie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
293,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5965,56627,,Bestuurskunde,Bestuurskunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
294,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5667,50207,,Bio-Farmaceutische Wetenschappen,Bio-Farmaceutische Wetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
295,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6117,56860,,Biologie,Biologie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
296,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6203,56990,,Biomedische Wetenschappen,Biomedische Wetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
297,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6038,56818,,Chinastudies,Chinastudies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
298,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5899,56469,,Criminologie,Criminologie,DEELTIJD | VOLTIJD,NLD,180,,2031-08-31,,"[""lifecycle_marker"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0038""]"
299,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5651,50035,,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
300,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O8924,59348,,Cybersecurity & Cybercrime,Cybersecurity & Cybercrime,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
301,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5674,50300,,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
302,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6004,56805,,Duitse Taal en Cultuur,Duitse Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
303,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O8921,50996,,Economie & Samenleving,Economie en Samenleving,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
304,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6010,56806,,Engelse Taal en Cultuur,English Language and Culture,DEELTIJD | VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
305,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5689,50414,,Film- en Literatuurwetenschap,Film- en Literatuurwetenschap,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
306,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5837,56081,,Filosofie,Filosofie,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
307,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6061,56827,,Fiscaal Recht,Fiscaal Recht,DEELTIJD | VOLTIJD,NLD,180,,2031-08-31,,"[""lifecycle_marker"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0039""]"
308,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6018,56808,,Franse Taal en Cultuur,Franse Taal en Cultuur,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
309,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5903,56551,,Geneeskunde,Geneeskunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
310,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5816,56034,,Geschiedenis,Geschiedenis,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
311,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5805,56003,,Griekse en Latijnse Taal en Cultuur,Griekse en Latijnse Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
312,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6169,56978,,Informatica,Informatica,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_locations"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0040""]"
313,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6229,59316,,International Studies,International Studies,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
314,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6023,56809,,Italiaanse Taal en Cultuur,Italiaanse Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
315,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6039,56819,,Japanstudies,Japanstudies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
316,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6040,56820,,Koreastudies,Koreastudies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
317,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6048,56824,,Kunstgeschiedenis,Kunstgeschiedenis,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
318,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5831,56052,,Latijns-Amerikastudies,Latijns-Amerikastudies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
319,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5696,50429,,Liberal Arts and Sciences: Global Challenges,Liberal Arts and Sciences: Global Challenges,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
320,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5846,56098,,Midden-Oostenstudies,Midden-Oostenstudies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
321,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5791,55009,,Molecular Science and Technology (joint degree),Molecular Science and Technology (joint degree),VOLTIJD,NLD,180,,,,"[""missing_website""]",true,"[""rc-0041""]"
322,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5665,50206,,Natuurkunde,Natuurkunde,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
323,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5832,56055,,Nederlandkunde/Dutch Studies,Nederlandkunde,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
324,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5998,56804,,Nederlandse Taal en Cultuur,Nederlandse Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
325,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6067,56828,,Notarieel Recht,Notarieel Recht,DEELTIJD | VOLTIJD,NLD,180,,2031-08-31,,"[""lifecycle_marker"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0042""]"
326,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5865,56123,,Oude Nabije Oosten-studies,Oude Nabije Oosten-studies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
327,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5943,56607,,Pedagogische Wetenschappen,Pedagogische Wetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
328,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5939,56606,,Politicologie,Politicologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_locations"",""multiple_offerings""]",true,"[""rc-0043""]"
329,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5928,56604,,Psychologie,Psychologie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
330,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5724,50700,,Rechtsgeleerdheid,Rechtsgeleerdheid,DEELTIJD | VOLTIJD,NLD,180,,2031-08-31,,"[""lifecycle_marker"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0044""]"
331,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5750,50902,,Religiewetenschappen,Religiewetenschappen,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
332,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5746,50855,,Russische Studies,Russische Studies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
333,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O8926,50474,,Science for Sustainable Societies,Science for Sustainable Societies,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
334,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6231,59320,,Security Studies,Security Studies,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
335,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5848,56099,,Zuid- en Zuidoost-Aziëstudies,South and Southeast Asian Studies,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
336,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5663,50205,,Sterrenkunde,Sterrenkunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
337,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O5992,56803,,Taalwetenschap,Taalwetenschap,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
338,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6237,59328,,Urban Studies,Urban Studies,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
339,107B578,Universiteit Leiden,114A561,Universiteit Leiden,OPLEIDING,1001O6176,56980,,Wiskunde,Wiskunde,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
340,107B523,Universiteit Twente,114A514,Universiteit Twente,VARIANT,1015O6816,,,Bachelor Civil Engineering,Bachelor Civil Engineering,VOLTIJD,ENG,,,,,"[""missing_website"",""variant_record""]",true,"[""rc-0045""]"
341,107B523,Universiteit Twente,114A514,Universiteit Twente,VARIANT,1015O6821,,50447,Bachelor Creative Technology,Bachelor Creative Technology,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
342,107B523,Universiteit Twente,114A514,Universiteit Twente,VARIANT,1015O6822,,50447,Bachelor Creative Technology - Amsterdam (VU-UT),Bachelor Creative Technology - Amsterdam (VU-UT),VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
343,107B523,Universiteit Twente,114A514,Universiteit Twente,VARIANT,1015O6818,,50439,Bachelor Mechanical Engineering,Bachelor Mechanical Engineering,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
344,107B523,Universiteit Twente,114A514,Universiteit Twente,VARIANT,1015O7322,,50439,Bachelor Mechanical Engineering - Amsterdam (VU-UT),Bachelor Mechanical Engineering - Amsterdam (VU-UT),VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
345,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5101,,56986,Aardwetenschappen,Aardwetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
346,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5638,,50003,Academische lerarenopleiding primair onderwijs,Academische lerarenopleiding primair onderwijs,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
347,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5626,50007,,Bestuurs- en Organisatiewetenschap,Bestuurs- en organisatiewetenschap,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
348,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5740,,56860,Biologie,Biologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
349,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O6204,56990,,Biomedische Wetenschappen,Biomedische wetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
350,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O6057,56826,,Communicatie- en Informatiewetenschappen,Communicatie- en informatiewetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
351,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1016O4381,,50035,Culturele antropologie en ontwikkelingssociologie,Culturele antropologie en ontwikkelingssociologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
352,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5919,56570,,Diergeneeskunde,Diergeneeskunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
353,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5768,,50950,Economics and Business Economics,Economics and Business Economics,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
354,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1016O8883,,50290,English Language and Culture,English Language and Culture,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
355,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5782,,56157,Farmacie,Farmacie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
356,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5772,,56081,Filosofie,Filosofie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
357,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5905,56551,,Geneeskunde,Geneeskunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
358,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5790,,56034,Geschiedenis,Geschiedenis,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
359,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5795,,56987,Global Sustainability Science,Global Sustainability Science,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
360,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5802,,56034,History,History,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
361,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5812,,56978,Informatica,Informatica,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
362,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5814,,56842,Informatiekunde,Informatiekunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
363,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5733,,56631,Interdisciplinaire sociale wetenschap,Interdisciplinaire sociale wetenschap,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
364,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O6050,56824,,Kunstgeschiedenis,Kunstgeschiedenis,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
365,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O6183,56981,,Kunstmatige Intelligentie,Kunstmatige Intelligentie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
366,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5824,,50393,Liberal Arts and Sciences,Liberal Arts and Sciences,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
367,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5989,56802,,Literatuurwetenschap,Literatuurwetenschap,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
368,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5758,50906,,Media en Cultuur,Media en cultuur,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website""]",false,[]
369,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5804,55825,,Molecular and Biophysical Life Sciences,Molecular and Biophysical Life Sciences,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
370,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5975,56700,,Muziekwetenschap,Muziekwetenschap,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
371,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5840,,56984,Natuur- en Sterrenkunde,Natuur- en Sterrenkunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
372,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5816,,56982,Natuurwetenschap en Innovatiemanagement,Natuurwetenschap en Innovatiemanagement,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
373,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5681,,56804,Nederlandse taal en cultuur,Nederlandse taal en cultuur,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
374,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1016O8472,,50003,Onderwijswetenschappen,Onderwijswetenschappen,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
375,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5854,,56607,Pedagogische Wetenschappen,Pedagogische Wetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
376,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5778,54999,,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
377,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1016O8474,,50902,Religiewetenschappen,"Politiek, cultuur en religie | Religiewetenschappen",VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""duplicate_duo_rows"",""missing_website"",""raw_field_conflict"",""variant_record""]",false,[]
378,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5888,,56604,Psychologie,Psychologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
379,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5726,50700,,Rechtsgeleerdheid,Rechtsgeleerdheid,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
380,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5904,,56857,Scheikunde,Scheikunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
381,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5901,,56838,Sociale geografie en planologie,Sociale geografie en planologie,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
382,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5898,,56601,Sociologie,Sociologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
383,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5896,,56810,Spaanse taal en cultuur,Spaanse taal en cultuur,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
384,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5828,,56801,Taal- en cultuurstudies,Taal- en cultuurstudies,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
385,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5994,56803,,Taalwetenschap,Taalwetenschap,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
386,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5825,,50393,UCR Liberal Arts and Sciences,UCR Liberal Arts and Sciences,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
387,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5826,,50393,UCU Liberal Arts and Sciences,UCU Liberal Arts and Sciences,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
388,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1015O5757,,56980,Wiskunde,Wiskunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
389,107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,OPLEIDING,1001O5777,50981,,"Zorg, Gezondheid & Samenleving","Zorg, Gezondheid & Samenleving",VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
390,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5889,56411,,Actuariële Wetenschappen,Actuariële Wetenschappen,VOLTIJD,ENG | NLD,180,,,,"[""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings"",""multiple_websites""]",true,"[""rc-0046""]"
391,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5825,56040,,Arabische Taal en Cultuur,Arabische Taal en Cultuur,DEELTIJD | VOLTIJD,NLD,180,,,,"[""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
392,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5980,56703,,Archeologie,Archeologie,VOLTIJD,ENG | NLD,180,,,,"[""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings"",""multiple_websites""]",true,"[""rc-0047""]"
393,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O6121,56860,,Biologie,Biologie,VOLTIJD,NLD,180,,,,[],false,[]
394,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O6206,56990,,Biomedische Wetenschappen,Biomedische Wetenschappen,VOLTIJD,NLD,180,,,,[],false,[]
395,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5748,50897,,Business Administration,Business Administration,VOLTIJD,ENG | NLD,180,,,,"[""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings"",""multiple_websites""]",true,"[""rc-0048""]"
396,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O6109,56856,,Business Analytics,Business Analytics,VOLTIJD,ENG,180,,,,[],false,[]
397,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5668,50250,,Bèta-gamma,Bèta-gamma,VOLTIJD,NLD,180,,,,[],false,[]
398,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O6239,59330,,"Cognition, Language and Communication","Cognition, Language and Communication",VOLTIJD,NLD,180,,,,[],false,[]
399,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5959,56615,,Communicatiewetenschap,Communicatiewetenschap,VOLTIJD,NLD,180,,,,[],true,"[""rc-0076""]"
400,107B473,Universiteit van Amsterdam,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5776,50980,,Computational Social Science,Computational Social Science,VOLTIJD,ENG,180,,,,[],false,[]
